AREA;UBICACIÓN;MCC;TYPE;TAG  Motor;EQUIPAMENT DESCRIPTION;Manufacture;Model Number;Serial Number;Type2;HP;Power (KW);Voltage (V);Current (A);RPM;Frecuencia;Fase;Rendimiento/Factor de Potencia;Factor Servicio;Nema Nom Eff (Eficiencia Nominal)100%;Guar Min Eff (Eficiencia mínima);Frame;Rodam OOP DRIVE;Rodam DRIVE END;Temp Max Amb;Insul Class Clase de Aislamiento;CODE;Weight / Peso (lb.);Amb;Ope;Lub;Tip
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4138468003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4138468001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4138468002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4138468004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B126002;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;LX712B126001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-01;B;TAG  Motor;SAG MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412B402003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A INTERNAL AIR FAN;TECO;AEUB-PA562;PY7132101004;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A INTERNAL AIR FAN;TECO;AEUB-PA562;PY7132101003;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4131403004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4131403001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;4131403002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR A EXTERNAL AIR COOLING FAN;TECO;AEHB-PA561;4131403003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;MX712C117001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B INTERNAL AIR FAN ;TECO;AEUB-PA562;KX712A102001;AEUB-PA562;40.00;30;460;45.5;1780;60;3;NF;1.15;94.0;93.1;200LC IPW56;6212;6312;50;F;J/K;299 Kg;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412A403001;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412A403004;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412A403002;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
MOLIENDA LINEA 2;SALA 255;3220-MC-255-02;B;TAG  Motor;BALL MILL MOTOR B EXTERNAL AIR COOLING FAN ;TECO;AEHB-PA561;412A403003;AEHB-PA561;10.00;7.5;460;13;1755;60;3;NF;1.15;91.5;90.2;132M;6308ZZ;6306ZZ;40;F;NF;NF;R;P;S;G
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;AIR COMPRESOR MOTOR;BALDOR;LP52580;K1311130001;P;500.00;373;4160;63.9;1789;60;3;0.85;1.15;95.0;NF;24BC5010Z;111RU03H30X26;100OHM PLATINIUM;46;F;NF;2187;L;P;na;na
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;AIR COMPRESOR MOTOR;BALDOR;LP52580;K1311130006;P;500.00;373;4160;63.9;1789;60;3;0.85;1.15;95.0;NF;24BC5010Z;111RU03H30X26;100OHM PLATINIUM;46;F;NF;2187;L;P;na;na
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;FLOTATION BLOWER MOTOR;WEG;NF;1016677649;NF;911.53;680;4160;115;3585;60;3;0.86;1;NF;NF;400C/D/E;6315-C3;6315-C3;20;F;NF;4606;L;P;S;G
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;FLOTATION BLOWER MOTOR;WEG;NF;1016677649;NF;911.53;680;4160;115;3585;60;3;0.86;1;NF;NF;400C/D/E;6315-C3;6315-C3;20;F;NF;4606;L;P;S;G
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;FLOTATION BLOWER MOTOR;WEG;NF;1016677649;NF;911.53;680;4160;115;3585;60;3;0.86;1;NF;NF;400C/D/E;6315-C3;6315-C3;20;F;NF;4606;L;P;S;G
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;COMPRESOR MOTOR PLANT AIR;BALDOR;NF;K1306180001;NF;600.00;447.6;4160;87.9;1790;60;3;na;1.15;95.3;na;5012;110BC02130X;100 0HH PLATINUH;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;COMPRESOR MOTOR PLANT AIR;BALDOR;NF;K1306180001;NF;600.00;447.6;4160;87.9;1790;60;3;na;1.15;95.3;na;5012;110BC02130X;100 0HH PLATINUH;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 300;Media Tensión;A;TAG  Motor;COMPRESOR MOTOR PLANT AIR;BALDOR;NF;K1306180011;NF;600.00;447.6;4160;87.9;1790;60;3;na;1.15;95.3;na;5012;110BC02130X;100 0HH PLATINUH;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;COLUMN CELL AIR COMPRESSOR;BALDOR;NP2445L;A1307262047;P;200.00;149.2;460;224;1785;60;3;0.87;1.15;96.2;95.4;447TDZ;90BC03J30X;90BC03J30X;46;F;H;1204.2;L;I;na;na
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;COLUMN CELL AIR COMPRESSOR;BALDOR;NP2445L;A1307262048;P;200.00;149.2;460;224;1785;60;3;0.87;1.15;96.2;95.4;447TDZ;90BC03J30X;90BC03J30X;46;F;H;1204.2;L;I;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;PLANT AIR COMPRESSOR COOLING FANS FEEDER 15A;BALDOR;NP2138L;C1306210517;NF;20.00;14.92;460;25;1180;60;3;0.81;1.25;92.4;NF;286T;6311;6309;46;F;F;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;PLANT AIR COMPRESSOR COOLING FANS FEEDER 15A;BALDOR;NP2138L;C1306210512;NF;20.00;14.92;460;25;1180;60;3;0.81;1.25;92.4;NF;286T;6311;6309;46;F;F;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;PLANT AIR COMPRESSOR COOLING FANS FEEDER 15A;BALDOR;NP2138L;C1306210507;NF;20.00;14.92;460;25;1180;60;3;0.81;1.25;92.4;NF;286T;6311;6309;46;F;F;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;COPPER FILTER DRYING AIR COMPRESSOR COOLING FANS;BALDOR;NP2138L;C1311150497;NF;20.00;14.92;460;25;1180;60;3;0.81;1.25;92.4;NF;286T;6311;6309;46;F;F;NF;L;I;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;COPPER FILTER DRYING AIR COMPRESSOR COOLING FANS;BALDOR;NP2138L;C1311150492;NF;20.00;14.92;460;25;1180;60;3;0.81;1.25;92.4;NF;286T;6311;6309;46;F;F;NF;L;I;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;BLOWER BEARING COOLING FAN;na;na;na;na;0.50;0.37;460;0.80;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;BLOWER BEARING COOLING  FAN;na;na;na;na;0.50;0.37;460;0.80;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;BLOWER BEARING COOLING  FAN;na;na;na;na;0.50;0.37;460;0.80;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;BLOWER  ACOUSTIC ENCLOSURE COOLING FAN 1.3KW;FABRESSE VENTILATEURS;VEMUP000;212100014;MU-P56014-4;1.74;1.3;460;2.83;1740;60;3;NF;NF;NF;NF;NF;NF;NF;NF;NF;VEMUP000;NF;R;P;na;na
FLOTACION COBRE;SALA 301;;B;TAG  Motor;Motor  entilador de comprensora;BALDOR;na;F1306173836;na;1.00;0;208/230/460;3,6/1,8;1155;60;3;na;1.15;82.5;na;145T;6205;6203;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;;B;TAG  Motor;Motor  Ventilador de comprensora;BALDOR;na;F1306173826;na;1.00;0;208/230/460;3,6/1,8;1155;60;3;na;1.15;82.5;na;145T;6205;6203;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;;B;TAG  Motor;Motor  entilador de comprensora;BALDOR;na;F1306173826;na;1.00;0;208/230/460;3,6/1,8;1155;60;3;na;1.15;82.5;na;145T;6205;6203;46;na;na;na;na;na;na;na
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016053083;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016053081;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016064283;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016079524;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016653080;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016079526;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1048716252;NF;350.00;260;460;403;1789;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1789 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1044877803;NF;350.00;260;460;403;1792;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1951 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016064282;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016031878;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016053082;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016053084;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016079523;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor celda de flotaciòn rourgher;WEG;TE1BF0X0 #;1016053084;NF;350.00;260;460;403;1790;60;3;0.84;1.00;96.0;NF;355 M/L;6322-C3;6319-C3;40;F;12082960;1908 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn limpieza1 de cobre;WEG;TE1BF0X0 #;1016031881;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn limpieza1 de cobre;WEG;TE1BF0X0 #;1016031882;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn limpieza1 de cobre;WEG;TE1BF0X0 #;1016019316;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn limpieza1 de cobre;WEG;TE1BF0X0 #;1016019319;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn scavenger cleaner;WEG;TE1BF0X0 #;1048682137;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1713 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor celda de flotaciòn scavenger cleaner;WEG;TE1BF0X0 #;1048694164;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1713 Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn scavenger cleaner;WEG;TE1BF0X0 #;1016019313;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn scavenger cleaner;WEG;TE1BF0X0 #;1016019314;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn scavenger cleaner;WEG;TE1BF0X0 #;1048716253;NF;350.00;260;460;402;1789;60;3;0.85;1.00;95.5;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;2045Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn limpieza2 de cobre;WEG;TE1BF0X0 #;1016019317;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn limpieza2 de cobre;WEG;TE1BF0X0 #;1016031883;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor celda de flotaciòn limpieza2 de cobre;WEG;TE1BF0X0 #;1016031880;NF;220.00;160;460;250;1790;60;3;0.84;1.00;95.8;NF;355 M/L;6322-C3;6319-C3;40;F;12083008;1398Kg;S;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;A;TAG  Motor;Motor bomba 2 de alimentacion de Cu.;TECO;AFJE-VB;NF;NF;247.99;185;460V;281;1189;60;3;0.86;NF;95.70%;NF;315CC;na;na;20;F;NF;1830 Kg;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;A;TAG  Motor;COPPER CLENER 2 FEED PUMP;TECO;AEMB-UC;NF;NF;147.00;110;460V;161;1785;60;3;0.9;NF;95.50%;NF;315S;NF;NF;20;F;na;na;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;A;TAG  Motor;COPPER CLENER SCAVENGER TAILING;TECO;AEMB-UC;NF;NF;100.00;75;460V;114;1190;60;3;0.87;NF;95.20%;NF;315S;na;na;20;F;NF;na;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;A;TAG  Motor;Motor bomba de alimentacion limpieza de Cu. 3.;TECO;AEMB-UC;NF;NF;147.00;110;460V;165;1185;60;3;0.87;NF;96.00%;NF;315MC;NF;NF;20;F;NF;1070 Kg;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;A;TAG  Motor;Motor bomba de alimentacion limpieza de Cu. 3.;TECO;AEMB-UC;NF;NF;147.00;110;460V;165;1185;60;3;0.87;NF;96.00%;NF;315MC;NF;NF;20;F;NF;1070 Kg;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor de bomba de sumidero area rougher de cobre;TECO;AEMB-UCB01;912C005002;AEMB-UCB01;100.00;75;460;112;1785;60;3;NF;1;95.40%;NF;D280S;NU318ECP;6316;40;F;NF;665 Kg;S;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba sumidero de limpieza de Cu.;TECO;AEMB-UCDCN;712B415001;NF;75.00;55;460V;83.7;1785;60;3;NF;NF;95.40%;NF;259MC;NU316;6313;40;F;AEMB-UCDCN;547 Kg;S;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;A;TAG  Motor;Motor bomba de alimentacion limpieza Cu. 3.;TECO;AEMB-UCB01;912C005001;AEMB-UCB01;100.00;75;460V;112;1785;60;3;NF;1;95.40%;NF;D280S;NU318ECP;6316;40;F;NF;665 Kg;S;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;A;TAG  Motor;Motor bomba concentrado limpieza de Cu. 3.;TECO;AEMBUC-DCG;NF;NF;24.80;18.5;460V;28.5;1770;60;3;0.87;NF;93.60%;NF;180LC;NF;NF;20;F;NF;NF;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba sumidero limpieza de Cu.;TECO;AEMB-UCDCN;712B717001;NF;50.00;37;460V;57.2;1780;60;3;NF;NF;95.00%;NF;D225MC;6313;6213;40;F;AEMB-UCDCN;376 Kg;R;P;na;na
FLOTACION COBRE;SALA 301;3250-MC-304-02;A;TAG  Motor;Motor bomba concentrado limpieza SCV Cu.;TECO;AEMB-UCB02;912C006001;NF;100.54;75;460V;112;1785;60;3;0.88;1;95.30%;NF;280S;NU318ECP;6316;40;F;NF;NF;R;P;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor de bomba de muestra de concentrados cleaner 3;WEG;TE1BFOXO!;1021471200;NF;12.50;9.2;220/440;33/16.5;1755;60;3;0.84;1.15;88.00%;NF;132M;6308-ZZ;6207-ZZ;40;F;11565490;76 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor de bomba de concentrado de rougher;WEG;TE1BF0X0 #;1018265132;NF;12.5;9.2;460;16.5;1755;60;3;0.84;1.15;91.00%;NF;132M;6308-ZZ;6207-ZZ;40;F;na;76 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor de bomba del muestreador de concentrado;WEG;TE1BF0X0 #;1018265134;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1;91.00%;NF;132S;6308-ZZ;6207-ZZ;40;F;NF;69 Kg;R;I;S;G
